"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Hungary","2006","Not applicable","Not applicable","Percent","5.35814"
"Hungary","2005","Not applicable","Not applicable","Percent","5.38289"
"Hungary","2004","Not applicable","Not applicable","Percent","5.3774"
"Hungary","2003","Not applicable","Not applicable","Percent","5.82966"
"Hungary","2002","Not applicable","Not applicable","Percent","5.19788"
"Hungary","2001","Not applicable","Not applicable","Percent","4.95096"
"Hungary","2000","Not applicable","Not applicable","Percent","4.87956"
"Hungary","1999","Not applicable","Not applicable","Percent","4.57708"
"Hungary","1998","Not applicable","Not applicable","Percent","4.42302"
"Hungary","1996","Not applicable","Not applicable","Percent","4.35434"
"Hungary","1995","Not applicable","Not applicable","Percent","4.87473"
"Hungary","1994","Not applicable","Not applicable","Percent","5.86767"
"Hungary","1993","Not applicable","Not applicable","Percent","5.95285"
"Hungary","1992","Not applicable","Not applicable","Percent","6.11373"
"Hungary","1991","Not applicable","Not applicable","Percent","5.91243"
"Iceland","2011","Not applicable","Not applicable","Percent","7.03659"
"Iceland","2010","Not applicable","Not applicable","Percent","7.20091"
"Iceland","2009","Not applicable","Not applicable","Percent","7.3752"
"Iceland","2008","Not applicable","Not applicable","Percent","7.22594"
"Iceland","2007","Not applicable","Not applicable","Percent","7.01096"
"Iceland","2006","Not applicable","Not applicable","Percent","7.34849"
"Iceland","2005","Not applicable","Not applicable","Percent","7.36224"
"Iceland","2004","Not applicable","Not applicable","Percent","7.20723"
"Iceland","2003","Not applicable","Not applicable","Percent","7.31222"
"Iceland","2002","Not applicable","Not applicable","Percent","7.40496"
"Iceland","2001","Not applicable","Not applicable","Percent","6.77809"
"Iceland","2000","Not applicable","Not applicable","Percent","6.48736"
"Iceland","1999","Not applicable","Not applicable","Percent","6.45606"
"Iceland","1998","Not applicable","Not applicable","Percent","6.79484"
"Iceland","1996","Not applicable","Not applicable","Percent","5.14888"
"Iceland","1995","Not applicable","Not applicable","Percent","4.72658"
"Iceland","1994","Not applicable","Not applicable","Percent","4.70183"
"Iceland","1993","Not applicable","Not applicable","Percent","5.08347"
"Iceland","1990","Not applicable","Not applicable","Percent","4.2105"
"India","2012","Not applicable","Not applicable","Percent","3.8256"
"India","2011","Not applicable","Not applicable","Percent","3.7232"
"India","2010","Not applicable","Not applicable","Percent","3.31959"
"India","2009","Not applicable","Not applicable","Percent","3.21076"
"India","2006","Not applicable","Not applicable","Percent","3.09073"
"India","2005","Not applicable","Not applicable","Percent","3.1338"
"India","2004","Not applicable","Not applicable","Percent","3.29476"
"India","2003","Not applicable","Not applicable","Percent","3.55114"
"India","2000","Not applicable","Not applicable","Percent","4.25026"
"India","1999","Not applicable","Not applicable","Percent","4.33929"
"India","1998","Not applicable","Not applicable","Percent","3.51098"
"India","1997","Not applicable","Not applicable","Percent","2.82791"
"Indonesia","2013","Not applicable","Not applicable","Percent","3.36659"
"Indonesia","2012","Not applicable","Not applicable","Percent","3.40748"
"Indonesia","2011","Not applicable","Not applicable","Percent","3.18944"
"Indonesia","2010","Not applicable","Not applicable","Percent","2.81228"
"Indonesia","2009","Not applicable","Not applicable","Percent","3.52513"
"Indonesia","2008","Not applicable","Not applicable","Percent","2.9019"
"Indonesia","2007","Not applicable","Not applicable","Percent","3.04425"
"Indonesia","2005","Not applicable","Not applicable","Percent","2.87282"
"Indonesia","2004","Not applicable","Not applicable","Percent","2.74847"
"Indonesia","2003","Not applicable","Not applicable","Percent","3.218"
"Indonesia","2002","Not applicable","Not applicable","Percent","2.64569"
"Indonesia","2001","Not applicable","Not applicable","Percent","2.46003"
"Indonesia","1997","Not applicable","Not applicable","Percent","1.07208"
"Indonesia","1996","Not applicable","Not applicable","Percent","1.07855"
"Indonesia","1995","Not applicable","Not applicable","Percent","1.00435"
"Indonesia","1994","Not applicable","Not applicable","Percent","0.99855"
"Indonesia","1989","Not applicable","Not applicable","Percent","0.82737"
"Iran, Islamic Republic of","2014","Not applicable","Not applicable","Percent","3.06152"
"Iran, Islamic Republic of","2013","Not applicable","Not applicable","Percent","3.31579"
"Iran, Islamic Republic of","2012","Not applicable","Not applicable","Percent","3.31111"
"Iran, Islamic Republic of","2011","Not applicable","Not applicable","Percent","4.05015"
"Iran, Islamic Republic of","2010","Not applicable","Not applicable","Percent","4.25877"
"Iran, Islamic Republic of","2009","Not applicable","Not applicable","Percent","4.45065"
"Iran, Islamic Republic of","2008","Not applicable","Not applicable","Percent","4.45332"
"Iran, Islamic Republic of","2007","Not applicable","Not applicable","Percent","5.04763"
"Iran, Islamic Republic of","2006","Not applicable","Not applicable","Percent","5.05938"
"Iran, Islamic Republic of","2005","Not applicable","Not applicable","Percent","4.72296"
"Iran, Islamic Republic of","2004","Not applicable","Not applicable","Percent","4.87207"
"Iran, Islamic Republic of","2003","Not applicable","Not applicable","Percent","4.82068"
"Iran, Islamic Republic of","2002","Not applicable","Not applicable","Percent","4.92935"
"Iran, Islamic Republic of","2001","Not applicable","Not applicable","Percent","4.40555"
"Iran, Islamic Republic of","2000","Not applicable","Not applicable","Percent","4.38467"
"Iran, Islamic Republic of","1999","Not applicable","Not applicable","Percent","4.53346"
"Iran, Islamic Republic of","1996","Not applicable","Not applicable","Percent","3.75548"
"Iran, Islamic Republic of","1995","Not applicable","Not applicable","Percent","4.3684"
"Iran, Islamic Republic of","1993","Not applicable","Not applicable","Percent","4.66562"
"Iran, Islamic Republic of","1992","Not applicable","Not applicable","Percent","3.93408"
"Iran, Islamic Republic of","1991","Not applicable","Not applicable","Percent","4.02673"
"Iran, Islamic Republic of","1990","Not applicable","Not applicable","Percent","3.98886"
"Iran, Islamic Republic of","1989","Not applicable","Not applicable","Percent","4.22927"
"Iran, Islamic Republic of","1988","Not applicable","Not applicable","Percent","3.85861"
"Iran, Islamic Republic of","1987","Not applicable","Not applicable","Percent","4.35589"
"Iran, Islamic Republic of","1986","Not applicable","Not applicable","Percent","3.76884"
"Iran, Islamic Republic of","1985","Not applicable","Not applicable","Percent","3.66837"
"Iran, Islamic Republic of","1984","Not applicable","Not applicable","Percent","4.03769"
"Iran, Islamic Republic of","1983","Not applicable","Not applicable","Percent","4.33265"
"Iran, Islamic Republic of","1982","Not applicable","Not applicable","Percent","6.00605"
"Iran, Islamic Republic of","1981","Not applicable","Not applicable","Percent","7.47363"
"Iran, Islamic Republic of","1977","Not applicable","Not applicable","Percent","5.79323"
"Iran, Islamic Republic of","1975","Not applicable","Not applicable","Percent","3.0912"
"Iraq","1989","Not applicable","Not applicable","Percent","3.5515"
"Iraq","1980","Not applicable","Not applicable","Percent","2.42379"
"Iraq","1977","Not applicable","Not applicable","Percent","3.85705"
"Ireland","2012","Not applicable","Not applicable","Percent","5.84453"
"Ireland","2011","Not applicable","Not applicable","Percent","5.85089"
"Ireland","2010","Not applicable","Not applicable","Percent","6.14069"
"Ireland","2009","Not applicable","Not applicable","Percent","6.20758"
"Ireland","2008","Not applicable","Not applicable","Percent","5.47034"
"Ireland","2007","Not applicable","Not applicable","Percent","4.72311"
"Ireland","2006","Not applicable","Not applicable","Percent","4.57605"
"Ireland","2005","Not applicable","Not applicable","Percent","4.54981"
"Ireland","2004","Not applicable","Not applicable","Percent","4.50573"
"Ireland","2003","Not applicable","Not applicable","Percent","4.22634"
"Ireland","2002","Not applicable","Not applicable","Percent","4.12974"
"Ireland","2001","Not applicable","Not applicable","Percent","4.11753"
"Ireland","2000","Not applicable","Not applicable","Percent","4.15894"
"Ireland","1999","Not applicable","Not applicable","Percent","4.14717"
"Ireland","1998","Not applicable","Not applicable","Percent","4.30612"
"Ireland","1996","Not applicable","Not applicable","Percent","4.75987"
"Ireland","1995","Not applicable","Not applicable","Percent","4.87649"
"Ireland","1994","Not applicable","Not applicable","Percent","5.1939"
"Ireland","1993","Not applicable","Not applicable","Percent","5.12067"
"Ireland","1992","Not applicable","Not applicable","Percent","5.01064"
"Ireland","1991","Not applicable","Not applicable","Percent","4.78745"
"Ireland","1990","Not applicable","Not applicable","Percent","4.60517"
"Ireland","1989","Not applicable","Not applicable","Percent","4.71773"
"Ireland","1988","Not applicable","Not applicable","Percent","5.02116"
"Ireland","1987","Not applicable","Not applicable","Percent","5.53433"
"Ireland","1986","Not applicable","Not applicable","Percent","5.30651"
"Ireland","1985","Not applicable","Not applicable","Percent","5.25361"
"Ireland","1984","Not applicable","Not applicable","Percent","5.28698"
"Ireland","1983","Not applicable","Not applicable","Percent","5.45199"
"Ireland","1982","Not applicable","Not applicable","Percent","5.39493"
"Ireland","1981","Not applicable","Not applicable","Percent","5.73776"
"Ireland","1980","Not applicable","Not applicable","Percent","5.32753"
"Ireland","1979","Not applicable","Not applicable","Percent","5.2934"
"Ireland","1978","Not applicable","Not applicable","Percent","5.07268"
"Ireland","1977","Not applicable","Not applicable","Percent","5.0904"
"Ireland","1976","Not applicable","Not applicable","Percent","4.30076"
"Israel","2011","Not applicable","Not applicable","Percent","5.63281"
"Israel","2010","Not applicable","Not applicable","Percent","5.56116"
"Israel","2009","Not applicable","Not applicable","Percent","5.52088"
"Israel","2008","Not applicable","Not applicable","Percent","5.59197"
"Israel","2007","Not applicable","Not applicable","Percent","5.57333"
"Israel","2006","Not applicable","Not applicable","Percent","5.82873"
"Israel","2005","Not applicable","Not applicable","Percent","5.81307"
"Israel","2004","Not applicable","Not applicable","Percent","6.009"
"Israel","2003","Not applicable","Not applicable","Percent","6.42538"
"Israel","2002","Not applicable","Not applicable","Percent","6.53367"
"Israel","2001","Not applicable","Not applicable","Percent","6.43396"
"Israel","2000","Not applicable","Not applicable","Percent","6.15953"
"Israel","1999","Not applicable","Not applicable","Percent","6.4695"
"Israel","1998","Not applicable","Not applicable","Percent","6.7094"
"Israel","1994","Not applicable","Not applicable","Percent","7.44447"
"Israel","1993","Not applicable","Not applicable","Percent","6.86423"
"Israel","1992","Not applicable","Not applicable","Percent","6.41408"
"Israel","1991","Not applicable","Not applicable","Percent","6.20592"
"Israel","1990","Not applicable","Not applicable","Percent","6.09651"
"Israel","1989","Not applicable","Not applicable","Percent","6.38579"
"Israel","1988","Not applicable","Not applicable","Percent","5.14669"
"Israel","1987","Not applicable","Not applicable","Percent","6.34066"
"Israel","1986","Not applicable","Not applicable","Percent","6.98738"
"Israel","1985","Not applicable","Not applicable","Percent","8.97797"
"Israel","1984","Not applicable","Not applicable","Percent","7.93089"
"Israel","1983","Not applicable","Not applicable","Percent","7.95397"
